                           QSO        ion       Glon       Glat    maxvel_v_LSR            logN
                    PG0832+251        CIV    199.491     33.146           0.840          14.103
                    PG0832+251         NV    199.491     33.146          27.821          13.224
                    PG0832+251       NiII    199.491     33.146          -5.156          13.801
                    PG0832+251        SII    199.491     33.146           0.840          15.558
                    PG0832+251       SiII    199.491     33.146         -23.144          15.131
                    PG0832+251       SiIV    199.491     33.146         -14.150          13.408
                    PG0953+414       CII*    179.786     51.709         -36.230          13.409
                    PG0953+414        CIV    179.786     51.709          -3.253          13.810
                    PG0953+414       NiII    179.786     51.709          -3.253          13.764
                    PG0953+414        SII    179.786     51.709          -6.250          15.163
                    PG0953+414       SiII    179.786     51.709         -30.234          14.883
                    PG0953+414       SiIV    179.786     51.709          32.723          12.853
                    PG1001+291       CII*    200.083     53.207         -29.711          14.169
                    PG1001+291        CIV    200.083     53.207          12.260          14.084
                    PG1001+291        SII    200.083     53.207         -32.709          15.352
                    PG1011-040       CII*    246.501     40.749         -65.653          13.621
                    PG1011-040        CIV    246.501     40.749          93.237          13.458
                    PG1011-040       FeII    246.501     40.749         108.226          14.331
                    PG1011-040       NiII    246.501     40.749         -14.688          13.997
                    PG1011-040        SII    246.501     40.749          -8.693          15.330
                    PG1011-040       SiII    246.501     40.749         147.199          13.732
                    PG1011-040       SiIV    246.501     40.749         -62.655          12.842
                    PG1048+342       CII*    190.602     63.437          -1.850          14.160
                    PG1048+342        CIV    190.602     63.437         -16.840          14.128
                    PG1048+342       FeII    190.602     63.437         -28.832          14.936
                    PG1048+342       NiII    190.602     63.437         -13.842          14.154
                    PG1048+342        SII    190.602     63.437           7.143          15.088
                    PG1048+342       SiIV    190.602     63.437          49.114          12.910
                    PG1049-005       CII*    252.276     49.878          -8.497          14.323
                    PG1049-005        CIV    252.276     49.878           6.492          13.391
                    PG1049-005       FeII    252.276     49.878          69.449           8.450
                    PG1049-005         NV    252.276     49.878           0.497          13.577
                    PG1049-005       NiII    252.276     49.878         -38.476          14.102
                    PG1049-005        SII    252.276     49.878         -17.491          15.586
                    PG1049-005       SiII    252.276     49.878         129.407          13.792
                    PG1115+407       CII*    172.234     66.669          -8.096          13.499
                    PG1115+407        CIV    172.234     66.669          57.858          13.323
                    PG1115+407       SiII    172.234     66.669          51.862          13.030
                    PG1116+215       CII*    223.360     68.209          -2.488          13.717
                    PG1116+215        CIV    223.360     68.209          15.500          13.925
                    PG1116+215         NV    223.360     68.209          -8.484          13.433
                    PG1116+215        SII    223.360     68.209        -137.394          14.062
                    PG1116+215       SiII    223.360     68.209         -26.471          14.721
                    PG1116+215       SiIV    223.360     68.209         -17.477          13.201
                    PG1121+422        CIV    167.258     66.859          22.495          13.681
                    PG1121+422       FeII    167.258     66.859           4.507          14.630
                    PG1121+422        SII    167.258     66.859         -28.470          15.380
                    PG1121+422       SiII    167.258     66.859          58.470          13.139
                    PG1121+422       SiIV    167.258     66.859          19.497          13.095
                    PG1126-041        CIV    267.631     52.745          17.624          14.098
                    PG1126-041       NiII    267.631     52.745         -21.349          14.174
                    PG1126-041       SiII    267.631     52.745           5.632          15.064
                    PG1126-041       SiIV    267.631     52.745         -60.322          12.511
                    PG1222+216       CII*    255.073     81.660           5.127          15.018
                    PG1222+216        CIV    255.073     81.660         -15.859          14.211
                    PG1222+216       FeII    255.073     81.660         -42.840          14.431
                    PG1222+216       NiII    255.073     81.660         -24.853          13.969
                    PG1222+216        SII    255.073     81.660         -48.836          15.192
                    PG1222+216       SiII    255.073     81.660         -21.855          15.211
                    PG1222+216       SiIV    255.073     81.660          -9.863          13.628
                    PG1259+593       CII*    120.556     58.048          -7.204          13.760
                    PG1259+593        CIV    120.556     58.048         -31.187          13.103
                    PG1259+593       FeII    120.556     58.048          13.782          10.621
                    PG1259+593       NiII    120.556     58.048         -19.195          13.774
                    PG1259+593        SII    120.556     58.048           4.788          14.851
                    PG1259+593       SiII    120.556     58.048          82.734          12.782
                    PG1259+593       SiIV    120.556     58.048         -37.183          12.710
                    PG1352+183       CII*      4.375     72.874         -43.207          13.682
                    PG1352+183        CIV      4.375     72.874         -43.207          13.910
                    PG1352+183       FeII      4.375     72.874          46.731          13.714
                    PG1352+183         NV      4.375     72.874         -46.205          13.776
                    PG1352+183       NiII      4.375     72.874         -19.224          13.554
                    PG1352+183        SII      4.375     72.874         -22.222          15.181
                    PG1352+183       SiII      4.375     72.874          43.733          13.298
                    PG1352+183       SiIV      4.375     72.874         -43.207          13.698
                    PG1424+240       CII*     29.487     68.208          -1.686          14.061
                    PG1424+240        CIV     29.487     68.208         -19.673          14.414
                    PG1424+240       FeII     29.487     68.208           4.310          13.954
                    PG1424+240         NV     29.487     68.208         -19.673          13.414
                    PG1424+240        SII     29.487     68.208          16.302          15.182
                    PG1424+240       SiII     29.487     68.208         -13.677          15.227
                    PG1424+240       SiIV     29.487     68.208         -22.671          13.744
                    PG1435-067        CIV    343.978     47.206         -26.462          14.233
                    PG1435-067       NiII    343.978     47.206          -2.478          13.943
                    PG1435-067       SiII    343.978     47.206         -11.472          14.636
                    PG1626+554       CII*     84.515     42.189         -12.757          13.893
                    PG1626+554        CIV     84.515     42.189         -36.741          14.301
                    PG1626+554       FeII     84.515     42.189         -24.749          14.430
                    PG1626+554         NV     84.515     42.189          -3.763          13.201
                    PG1626+554       NiII     84.515     42.189         -18.753          13.582
                    PG1626+554        SII     84.515     42.189         -24.749          14.987
                    PG1626+554       SiII     84.515     42.189         -18.753          14.700
                    PG1626+554       SiIV     84.515     42.189         -30.745          13.398
                       PHL1598       CII*     40.538    -40.956           2.345          14.331
                       PHL1598        CIV     40.538    -40.956         -18.641          13.893
                       PHL1598       NiII     40.538    -40.956          -3.651          14.126
                       PHL1598       SiII     40.538    -40.956          -3.651          14.718
                       PHL1598       SiIV     40.538    -40.956         -12.645          12.983
                       PHL1811       CII*     47.473    -44.815         -13.508          14.155
                       PHL1811        CIV     47.473    -44.815          -7.512          14.204
                       PHL1811         NV     47.473    -44.815         -10.510          13.399
                       PHL1811       NiII     47.473    -44.815          10.476          13.684
                       PHL1811        SII     47.473    -44.815           1.482          15.481
                       PHL1811       SiII     47.473    -44.815          -7.512          14.505
                       PHL1811       SiIV     47.473    -44.815         -13.508          13.483
                       PHL2525       CII*     80.683    -71.317          -7.953          13.891
                       PHL2525        CIV     80.683    -71.317          87.981          13.483
                       PHL2525       NiII     80.683    -71.317           1.041          13.448
                       PHL2525        SII     80.683    -71.317           1.041          15.357
                       PHL2525       SiII     80.683    -71.317          72.991          13.042
                       PHL2525       SiIV     80.683    -71.317          63.998          12.816
                   PKS0405-123       CII*    204.927    -41.756         -16.918          14.671
                   PKS0405-123        CIV    204.927    -41.756          -7.924          13.643
                   PKS0405-123       NiII    204.927    -41.756           4.068          13.481
                   PKS0405-123        SII    204.927    -41.756          -4.926          15.536
                   PKS0405-123       SiII    204.927    -41.756           4.068          14.858
                   PKS0405-123       SiIV    204.927    -41.756          -1.928          13.292
                   PKS0552-640        CIV    273.466    -30.611        -136.482          13.332
                   PKS0552-640       NiII    273.466    -30.611         -10.569          13.398
                   PKS0552-640       SiII    273.466    -30.611         -64.532          13.134
                   PKS0552-640       SiIV    273.466    -30.611          43.393          12.687
                   PKS0558-504       CII*    257.962    -28.569          -3.749          14.397
                   PKS0558-504        CIV    257.962    -28.569          -9.745          14.267
                   PKS0558-504       FeII    257.962    -28.569           5.245          14.862
                   PKS0558-504         NV    257.962    -28.569          -0.751          13.566
                   PKS0558-504       NiII    257.962    -28.569          -0.751          13.849
                   PKS0558-504        SII    257.962    -28.569          14.239          15.594
                   PKS0558-504       SiII    257.962    -28.569         -90.689          13.265
                   PKS0558-504       SiIV    257.962    -28.569         -93.687          12.791
                   PKS0637-752        CII    286.368    -27.158          -2.042          15.458
                   PKS0637-752       CII*    286.368    -27.158         -82.986          13.445
                   PKS0637-752        CIV    286.368    -27.158          12.948          13.238
                   PKS0637-752       MgII    286.368    -27.158          -2.042          16.018
                   PKS0637-752         NV    286.368    -27.158          36.931          13.464
                   PKS0637-752       NiII    286.368    -27.158         -47.011          13.458
                   PKS0637-752        SII    286.368    -27.158           0.956          15.351
                   PKS0637-752       SiII    286.368    -27.158         -91.980          12.673
                   PKS0637-752       SiIV    286.368    -27.158           9.950          12.810
                   PKS1302-102       CII*    308.591     52.161         -21.286          14.039
                   PKS1302-102        CIV    308.591     52.161           8.693          14.107
                   PKS1302-102       FeII    308.591     52.161         -81.244          13.841
                   PKS1302-102         NV    308.591     52.161         -18.288          13.383
                   PKS1302-102       NiII    308.591     52.161          29.679          13.818
                   PKS1302-102        SII    308.591     52.161           5.695          15.473
                   PKS1302-102       SiII    308.591     52.161          -3.298          15.342
                   PKS1302-102       SiIV    308.591     52.161          -3.298          13.631
                   PKS2005-489       CII*    350.373    -32.601          65.159          13.862
                   PKS2005-489        CIV    350.373    -32.601         149.101          13.110
                   PKS2005-489       FeII    350.373    -32.601          71.155          13.167
                   PKS2005-489         NV    350.373    -32.601          77.151          13.916
                   PKS2005-489       NiII    350.373    -32.601           2.203          13.786
                   PKS2005-489        SII    350.373    -32.601          80.149          14.796
                   PKS2005-489       SiII    350.373    -32.601        -135.702          11.864
                   PKS2005-489       SiIV    350.373    -32.601          80.149          13.908
                 PMNJ1103-2329       CII*    273.190     33.080           3.880          14.411
                 PMNJ1103-2329        CIV    273.190     33.080         -41.089          13.188
                 PMNJ1103-2329       FeII    273.190     33.080         -26.100           9.057
                 PMNJ1103-2329       NiII    273.190     33.080          21.867          14.014
                 PMNJ1103-2329        SII    273.190     33.080           3.880          15.445
                 PMNJ1103-2329       SiII    273.190     33.080         -80.062          12.500
                 PMNJ1103-2329       SiIV    273.190     33.080           6.878          12.970
                 PMNJ2345-1555       CII*     65.673    -70.985          -4.389          13.755
                 PMNJ2345-1555        CIV     65.673    -70.985          88.547          13.148
                 PMNJ2345-1555       FeII     65.673    -70.985         -22.376          14.576
                 PMNJ2345-1555         NV     65.673    -70.985           1.607          13.579
                 PMNJ2345-1555       NiII     65.673    -70.985         -22.376          13.761
                 PMNJ2345-1555        SII     65.673    -70.985          19.595          14.102
                 PMNJ2345-1555       SiII     65.673    -70.985          55.570          13.955
                 PMNJ2345-1555       SiIV     65.673    -70.985          43.578          12.721
                     Q0349-146        CIV    205.484    -46.325          -1.561          13.936
                     Q0349-146       FeII    205.484    -46.325          -7.557           9.443
                     Q0349-146       NiII    205.484    -46.325         -19.549          13.923
                     Q0349-146        SII    205.484    -46.325         -16.551          15.555
                     Q0349-146       SiII    205.484    -46.325           7.432          14.654
                     Q0349-146       SiIV    205.484    -46.325          -7.557          13.440
                     Q0850+440       NiII    177.083     39.938           0.699          13.984
                     Q0850+440       SiII    177.083     39.938         -23.284          14.041
                     Q1354+195        CIV      8.993     73.042          56.029          13.337
                     Q1354+195       NiII      8.993     73.042         -24.915          14.428
                     Q1354+195       SiIV      8.993     73.042         130.977          12.943
                     Q1545+210       CII*     33.898     49.458         -19.000          14.085
                     Q1545+210        CIV     33.898     49.458          67.940          13.116
                     Q1545+210       FeII     33.898     49.458         -36.987          14.327
                     Q1545+210         NV     33.898     49.458           4.984          13.508
                     Q1545+210       NiII     33.898     49.458          -7.008          13.947
                     Q1545+210        SII     33.898     49.458         -27.994          15.485
                     Q1545+210       SiII     33.898     49.458         -24.996          14.843
                     Q1545+210       SiIV     33.898     49.458         -19.000          13.887
                     Q2135-145        CIV     38.402    -43.334           7.464          14.054
                     Q2135-145       NiII     38.402    -43.334          10.462          13.772
                     Q2135-145       SiII     38.402    -43.334         -10.523          15.035
                 QSO-B1215+303       CII*    188.875     82.053         -45.030          13.490
                 QSO-B1215+303        CIV    188.875     82.053          -9.055          13.841
                 QSO-B1215+303       FeII    188.875     82.053          14.929           9.180
                 QSO-B1215+303         NV    188.875     82.053           8.933          13.014
                 QSO-B1215+303       NiII    188.875     82.053         -36.036          13.847
                 QSO-B1215+303        SII    188.875     82.053           2.937          14.978
                 QSO-B1215+303       SiIV    188.875     82.053          -9.055          13.285
                QSO-J0456-2159        CIV    221.979    -34.650         -97.055          13.025
                QSO-J0456-2159       SiII    221.979    -34.650           4.874          14.630
                QSO-J0456-2159       SiIV    221.979    -34.650         -40.095          12.459
                        RBS144       CII*    299.483    -65.836          -4.454          13.835
                        RBS144        CIV    299.483    -65.836         -70.408          12.636
                        RBS144       FeII    299.483    -65.836          -1.456           9.592
                        RBS144         NV    299.483    -65.836         -13.448          13.366
                        RBS144       NiII    299.483    -65.836          -7.452          13.660
                        RBS144        SII    299.483    -65.836          -4.454          15.203
                        RBS144       SiIV    299.483    -65.836          10.536          13.457
                       RBS1666       CII*    358.733    -31.003         -16.461          14.604
                       RBS1666        CIV    358.733    -31.003         142.429          13.165
                       RBS1666       FeII    358.733    -31.003         -88.411          13.331
                       RBS1666         NV    358.733    -31.003          10.520          13.951
                       RBS1666       NiII    358.733    -31.003         -34.448          13.180
                       RBS1666        SII    358.733    -31.003         -61.430          14.499
                       RBS1666       SiII    358.733    -31.003         -61.430          14.087
                       RBS1666       SiIV    358.733    -31.003         139.431          12.725
                       RBS1892       CII*    345.898    -58.367         -39.297          12.890
                       RBS1892        CIV    345.898    -58.367         -48.291          13.135
                       RBS1892       FeII    345.898    -58.367         -48.291          13.361
                       RBS1892         NV    345.898    -58.367          38.649          13.110
                       RBS1892       NiII    345.898    -58.367           5.672          13.549
                       RBS1892        SII    345.898    -58.367          -9.318          15.008
                       RBS1892       SiII    345.898    -58.367          41.647          13.972
                       RBS1892       SiIV    345.898    -58.367           5.672          13.455
                       RBS2000       CII*    350.195    -67.585         -10.286          14.170
                       RBS2000        CIV    350.195    -67.585          49.673          13.369
                       RBS2000       FeII    350.195    -67.585         -43.263           9.110
                       RBS2000         NV    350.195    -67.585          -1.292          13.662
                       RBS2000       NiII    350.195    -67.585         -16.281          13.902
                       RBS2000        SII    350.195    -67.585         -10.286          15.143
                       RBS2000       SiII    350.195    -67.585         -13.284          15.007
                       RBS2000       SiIV    350.195    -67.585          25.690          12.751
                       RBS2055       CII*    106.672    -34.658          -0.751          14.191
                       RBS2055        CIV    106.672    -34.658          83.191          13.131
                       RBS2055       FeII    106.672    -34.658          -9.745           9.700
                       RBS2055         NV    106.672    -34.658          -6.747          13.351
                       RBS2055       NiII    106.672    -34.658           5.245          13.898
                       RBS2055        SII    106.672    -34.658          -0.751          15.256
                       RBS2055       SiII    106.672    -34.658         -15.741          14.817
                       RBS2055       SiIV    106.672    -34.658          -6.747          13.776
                RXJ0028.1+3103       CII*    117.087    -31.544         -35.385          14.025
                RXJ0028.1+3103        CIV    117.087    -31.544         126.503          13.028
                RXJ0028.1+3103       FeII    117.087    -31.544         -23.393          11.932
                RXJ0028.1+3103       NiII    117.087    -31.544          -8.404          14.001
                RXJ0028.1+3103        SII    117.087    -31.544          -5.406          15.713
                RXJ0028.1+3103       SiII    117.087    -31.544         -32.387          15.087
                RXJ0028.1+3103       SiIV    117.087    -31.544         -20.396          13.572
                RXJ0439.6-5311       CII*    261.216    -40.927         -41.675          14.017
                RXJ0439.6-5311        CIV    261.216    -40.927         -68.657          12.905
                RXJ0439.6-5311       FeII    261.216    -40.927          -2.702          14.625
                RXJ0439.6-5311         NV    261.216    -40.927          -8.698          13.647
                RXJ0439.6-5311       NiII    261.216    -40.927          -2.702          13.696
                RXJ0439.6-5311        SII    261.216    -40.927          27.277          15.016
                RXJ0439.6-5311       SiII    261.216    -40.927         -74.653          11.516
                RXJ0439.6-5311       SiIV    261.216    -40.927          -2.702          13.501
                RXJ1230.8+0115       CII*    291.260     63.660         -15.733          14.026
                RXJ1230.8+0115        CIV    291.260     63.660         -96.677          12.730
                RXJ1230.8+0115       FeII    291.260     63.660         -33.721          14.526
                RXJ1230.8+0115         NV    291.260     63.660          -9.737          13.764
                RXJ1230.8+0115       NiII    291.260     63.660          11.248          14.581
                RXJ1230.8+0115        SII    291.260     63.660         -21.729          15.231
                RXJ1230.8+0115       SiII    291.260     63.660           2.254          15.017
                RXJ1230.8+0115       SiIV    291.260     63.660         -99.675          12.035
                RXJ2154.1-4414       CII*    355.179    -50.865           2.642          13.898
                RXJ2154.1-4414        CIV    355.179    -50.865          38.617          14.088
                RXJ2154.1-4414         NV    355.179    -50.865          29.623          13.485
                RXJ2154.1-4414       NiII    355.179    -50.865          -0.356          13.494
                RXJ2154.1-4414        SII    355.179    -50.865           5.640          15.154
                RXJ2154.1-4414       SiII    355.179    -50.865          53.607          14.010
                RXJ2154.1-4414       SiIV    355.179    -50.865          62.601          13.369
               RXS-J00057-5007       CII*    320.710    -65.405           1.228          13.786
               RXS-J00057-5007        CIV    320.710    -65.405         -13.761          14.161
               RXS-J00057-5007       FeII    320.710    -65.405          -1.770          14.394
               RXS-J00057-5007         NV    320.710    -65.405          13.220          13.458
               RXS-J00057-5007       NiII    320.710    -65.405         -10.763          13.560
               RXS-J00057-5007        SII    320.710    -65.405          -4.768          15.029
               RXS-J00057-5007       SiII    320.710    -65.405         -16.759          14.471
               RXS-J00057-5007       SiIV    320.710    -65.405          28.210          12.574
               RXS-J21388-3828       CII*      4.509    -48.465          -7.199          14.032
               RXS-J21388-3828        CIV      4.509    -48.465         -67.158          13.073
               RXS-J21388-3828       FeII      4.509    -48.465          94.730          13.273
               RXS-J21388-3828         NV      4.509    -48.465          19.782          13.697
               RXS-J21388-3828       NiII      4.509    -48.465          -7.199          13.756
               RXS-J21388-3828        SII      4.509    -48.465         -16.193          15.607
               RXS-J21388-3828       SiII      4.509    -48.465          58.755          13.382
               RXS-J21388-3828       SiIV      4.509    -48.465          58.755          13.408
               RXS-J23218-7026       CII*    313.292    -44.837           0.625          14.184
               RXS-J23218-7026        CIV    313.292    -44.837          24.609          14.260
               RXS-J23218-7026       FeII    313.292    -44.837          45.594           8.830
               RXS-J23218-7026       NiII    313.292    -44.837           3.623          13.531
               RXS-J23218-7026        SII    313.292    -44.837           0.625          15.401
               RXS-J23218-7026       SiII    313.292    -44.837          57.586          13.551
               RXS-J23218-7026       SiIV    313.292    -44.837          12.617          13.686
                RXSJ00437+3725       CII*    121.233    -25.424         -11.293          14.397
                RXSJ00437+3725        CIV    121.233    -25.424          30.678          13.292
                RXSJ00437+3725       NiII    121.233    -25.424         -23.285          14.079
                RXSJ00437+3725        SII    121.233    -25.424         -17.289          15.629
                RXSJ00437+3725       SiII    121.233    -25.424         -26.283          14.887
                RXSJ00437+3725       SiIV    121.233    -25.424         -23.285          13.546
                RXSJ00508+3536       CII*    122.796    -27.260         -15.032          14.370
                RXSJ00508+3536        CIV    122.796    -27.260         -21.028          13.476
                RXSJ00508+3536       FeII    122.796    -27.260         104.885          14.353
                RXSJ00508+3536       NiII    122.796    -27.260         -30.021          14.118
                RXSJ00508+3536        SII    122.796    -27.260         -15.032          15.573
                RXSJ00508+3536       SiII    122.796    -27.260         131.867          12.816
                RXSJ00508+3536       SiIV    122.796    -27.260         -18.030          13.238
                RXSJ01188+3836       CII*    128.783    -23.955         -10.101          14.429
                RXSJ01188+3836        CIV    128.783    -23.955         -31.087          13.644
                RXSJ01188+3836       FeII    128.783    -23.955         -22.093           9.840
                RXSJ01188+3836       NiII    128.783    -23.955         -28.089          14.162
                RXSJ01188+3836        SII    128.783    -23.955         -19.095          15.672
                RXSJ01188+3836       SiII    128.783    -23.955         -28.089          15.455
                RXSJ01188+3836       SiIV    128.783    -23.955          37.866          12.606
               RXSJ0155.6+3115       CII*    138.703    -29.644          -7.744          14.305
               RXSJ0155.6+3115        CIV    138.703    -29.644         -10.742          13.996
               RXSJ0155.6+3115       FeII    138.703    -29.644         -25.732           9.620
               RXSJ0155.6+3115         NV    138.703    -29.644         -40.721          13.523
               RXSJ0155.6+3115       NiII    138.703    -29.644         -28.730          14.086
               RXSJ0155.6+3115        SII    138.703    -29.644         -16.738          15.513
               RXSJ0155.6+3115       SiII    138.703    -29.644           4.248          14.835
               RXSJ0155.6+3115       SiIV    138.703    -29.644         -28.730          13.327
                    S50716+714       CII*    143.981     28.018          -1.742          14.061
                    S50716+714        CIV    143.981     28.018          16.245          13.851
                    S50716+714       FeII    143.981     28.018          40.229          13.840
                    S50716+714        SII    143.981     28.018           1.256          15.491
                    S50716+714       SiII    143.981     28.018         -25.726          15.539
      SDSS-J100535.24+013445.7       CII*    238.527     42.786          -2.270          14.146
      SDSS-J100535.24+013445.7        CIV    238.527     42.786          -8.266          13.591
      SDSS-J100535.24+013445.7       FeII    238.527     42.786         117.647          12.040
      SDSS-J100535.24+013445.7       NiII    238.527     42.786         -17.260          13.730
      SDSS-J100535.24+013445.7        SII    238.527     42.786           0.728          15.287
      SDSS-J100535.24+013445.7       SiII    238.527     42.786         114.649          14.713
      SDSS-J100535.24+013445.7       SiIV    238.527     42.786         -29.252          13.094
      SDSS-J104741.75+151332.2       CII*    229.085     58.908         -26.807          14.133
      SDSS-J104741.75+151332.2        CIV    229.085     58.908         -41.797          13.250
      SDSS-J104741.75+151332.2         NV    229.085     58.908           9.168          13.739
      SDSS-J104741.75+151332.2       NiII    229.085     58.908         -29.805          13.997
      SDSS-J104741.75+151332.2        SII    229.085     58.908         -20.812          15.352
      SDSS-J104741.75+151332.2       SiII    229.085     58.908         -29.805          14.708
      SDSS-J135726.27+043541.4       CII*    340.767     62.514           0.019          13.798
      SDSS-J135726.27+043541.4        CIV    340.767     62.514         110.942          13.208
      SDSS-J135726.27+043541.4       FeII    340.767     62.514           3.017          10.596
      SDSS-J135726.27+043541.4         NV    340.767     62.514           3.017          13.842
      SDSS-J135726.27+043541.4        SII    340.767     62.514           3.017          15.106
      SDSS-J135726.27+043541.4       SiII    340.767     62.514           6.015          14.489
      SDSS-J135726.27+043541.4       SiIV    340.767     62.514         -92.917          13.000
      SDSS-J141038.39+230447.1       CII*     24.571     71.640          30.281          13.265
      SDSS-J141038.39+230447.1        CIV     24.571     71.640         -35.673          14.273
      SDSS-J141038.39+230447.1         NV     24.571     71.640         -38.671          13.774
      SDSS-J141038.39+230447.1       NiII     24.571     71.640          -5.694          13.930
      SDSS-J141038.39+230447.1        SII     24.571     71.640          -5.694          15.462
      SDSS-J141038.39+230447.1       SiII     24.571     71.640          48.268          13.065
      SDSS-J141038.39+230447.1       SiIV     24.571     71.640         -23.682          13.520
      SDSS-J141309.14+092011.2       CII*    354.097     63.759         -55.192          13.133
      SDSS-J141309.14+092011.2        CIV    354.097     63.759          88.708          13.821
      SDSS-J141309.14+092011.2       FeII    354.097     63.759         -10.223          15.051
      SDSS-J141309.14+092011.2         NV    354.097     63.759         -40.203          13.794
      SDSS-J141309.14+092011.2       NiII    354.097     63.759          13.760          13.884
      SDSS-J141309.14+092011.2        SII    354.097     63.759          -4.228          15.146
      SDSS-J141309.14+092011.2       SiII    354.097     63.759         115.689          12.768
      SDSS-J141309.14+092011.2       SiIV    354.097     63.759           1.768          13.642
       SDSSJ082024.21+233450.4       CII*    199.804     29.416         -24.126          14.513
       SDSSJ082024.21+233450.4        CIV    199.804     29.416           2.855          14.124
       SDSSJ082024.21+233450.4       FeII    199.804     29.416          -3.141          14.304
       SDSSJ082024.21+233450.4         NV    199.804     29.416         -15.133          13.883
       SDSSJ082024.21+233450.4       NiII    199.804     29.416          -6.139          14.186
       SDSSJ082024.21+233450.4        SII    199.804     29.416           8.851          15.663
       SDSSJ082024.21+233450.4       SiII    199.804     29.416          -9.137          14.843
       SDSSJ082024.21+233450.4       SiIV    199.804     29.416           5.853          13.668
       SDSSJ082633.51+074248.3       CII*    216.890     24.634          11.385          14.158
       SDSSJ082633.51+074248.3        CIV    216.890     24.634         -21.593          13.980
       SDSSJ082633.51+074248.3       FeII    216.890     24.634          26.374           9.560
       SDSSJ082633.51+074248.3       NiII    216.890     24.634           2.391          13.883
       SDSSJ082633.51+074248.3        SII    216.890     24.634          32.370          15.354
       SDSSJ082633.51+074248.3       SiII    216.890     24.634           8.387          14.630
       SDSSJ082633.51+074248.3       SiIV    216.890     24.634           2.391          13.895
       SDSSJ085259.22+031320.6        CIV    224.753     28.367         -69.191          12.885
       SDSSJ085259.22+031320.6       SiII    224.753     28.367         -12.230          14.636
       SDSSJ092554.43+453544.4       CII*    174.315     45.596          -0.560          14.062
       SDSSJ092554.43+453544.4        CIV    174.315     45.596          -9.554          13.784
       SDSSJ092554.43+453544.4       NiII    174.315     45.596          -9.554          13.745
       SDSSJ092554.43+453544.4        SII    174.315     45.596         -21.546          14.223
       SDSSJ092554.43+453544.4       SiII    174.315     45.596          11.431          15.127
       SDSSJ092554.43+453544.4       SiIV    174.315     45.596          -6.556          13.484
       SDSSJ094733.21+100508.7       CII*    225.373     43.539          52.157          12.974
       SDSSJ094733.21+100508.7       FeII    225.373     43.539         -61.764          12.814
       SDSSJ094733.21+100508.7         NV    225.373     43.539         -52.770          13.260
       SDSSJ094733.21+100508.7       NiII    225.373     43.539          -4.803          14.155
       SDSSJ094733.21+100508.7        SII    225.373     43.539           7.188          15.148
       SDSSJ094733.21+100508.7       SiII    225.373     43.539         124.107          12.435
       SDSSJ094733.21+100508.7       SiIV    225.373     43.539        -103.735          12.667
       SDSSJ095915.65+050355.1       CII*    233.370     43.483          45.923          12.966
       SDSSJ095915.65+050355.1        CIV    233.370     43.483         -32.023          13.813
       SDSSJ095915.65+050355.1       FeII    233.370     43.483          72.904           9.310
       SDSSJ095915.65+050355.1        SII    233.370     43.483          84.896          14.245
       SDSSJ095915.65+050355.1       SiII    233.370     43.483         144.855          12.987
       SDSSJ095915.65+050355.1       SiIV    233.370     43.483         -47.013          13.027
       SDSSJ123235.82+060310.0       CII*    290.085     68.453           6.208          14.047
       SDSSJ123235.82+060310.0        CIV    290.085     68.453         -68.740          12.926
       SDSSJ123235.82+060310.0       FeII    290.085     68.453          21.198           9.500
       SDSSJ123235.82+060310.0         NV    290.085     68.453          -2.786          13.648
       SDSSJ123235.82+060310.0       NiII    290.085     68.453          18.200          13.890
       SDSSJ123235.82+060310.0        SII    290.085     68.453           6.208          15.293
       SDSSJ123235.82+060310.0       SiIV    290.085     68.453          -5.784          13.761
       SDSSJ135712.61+170444.1       CII*      2.860     71.780          -4.192          13.999
       SDSSJ135712.61+170444.1        CIV      2.860     71.780         -10.188          14.383
       SDSSJ135712.61+170444.1         NV      2.860     71.780         -28.176          13.635
       SDSSJ135712.61+170444.1       NiII      2.860     71.780          -4.192          13.908
       SDSSJ135712.61+170444.1        SII      2.860     71.780          37.779          13.839
       SDSSJ135712.61+170444.1       SiII      2.860     71.780          58.764          12.636
       SDSSJ135712.61+170444.1       SiIV      2.860     71.780         -28.176          13.775
                        TON580       CII*    194.941     72.031         -14.906          14.259
                        TON580        CIV    194.941     72.031         -20.902          14.163
                        TON580       NiII    194.941     72.031         -32.893          14.053
                        TON580        SII    194.941     72.031          -5.912          15.136
                        TON580       SiII    194.941     72.031          18.071          14.932
                        TON580       SiIV    194.941     72.031         -11.908          13.715
                       TONS210       CII*    224.971    -83.160         -12.836          13.819
                       TONS210        CIV    224.971    -83.160         -27.826          12.870
                       TONS210       FeII    224.971    -83.160         -57.805           8.250
                       TONS210         NV    224.971    -83.160          -9.839          13.564
                       TONS210       NiII    224.971    -83.160          -9.839          13.844
                       TONS210        SII    224.971    -83.160          23.139          14.078
                       TONS210       SiII    224.971    -83.160           2.153          14.588
                       TONS210       SiIV    224.971    -83.160          11.147          13.580
                      VIIZW244       CII*    136.657     32.678          -8.249          14.003
                      VIIZW244        CIV    136.657     32.678         -20.241          14.172
                      VIIZW244       NiII    136.657     32.678          -8.249          13.903
                      VIIZW244        SII    136.657     32.678           3.743          15.327
                      VIIZW244       SiII    136.657     32.678         -26.237          15.237
       VV2006-J095240.2+515250       CII*    163.895     48.529          14.070          13.659
       VV2006-J095240.2+515250        CIV    163.895     48.529         -15.910          12.873
